BEEID,CONDITION,CNUM,CHOICE
23,SPEAKER_DISCRETE,92,0
23,SPEAKER_DISCRETE,93,1
23,SPEAKER_DISCRETE,94,0
23,SPEAKER_DISCRETE,95,0
23,SPEAKER_DISCRETE,96,1
23,SPEAKER_DISCRETE,97,1
23,SPEAKER_DISCRETE,98,1
23,SPEAKER_DISCRETE,99,0
23,SPEAKER_DISCRETE,100,0
24,SPEAKER_DISCRETE,1,1
24,SPEAKER_DISCRETE,2,0
24,SPEAKER_DISCRETE,3,0
24,SPEAKER_DISCRETE,4,1
24,SPEAKER_DISCRETE,5,1
24,SPEAKER_DISCRETE,6,1
24,SPEAKER_DISCRETE,7,1
24,SPEAKER_DISCRETE,8,0
24,SPEAKER_DISCRETE,9,0
24,SPEAKER_DISCRETE,10,0
24,SPEAKER_DISCRETE,11,0
24,SPEAKER_DISCRETE,12,1
24,SPEAKER_DISCRETE,13,1
24,SPEAKER_DISCRETE,14,0
24,SPEAKER_DISCRETE,15,1
24,SPEAKER_DISCRETE,16,0
24,SPEAKER_DISCRETE,17,1
24,SPEAKER_DISCRETE,18,0
24,SPEAKER_DISCRETE,19,0
24,SPEAKER_DISCRETE,20,1
24,SPEAKER_DISCRETE,21,0
24,SPEAKER_DISCRETE,22,0
24,SPEAKER_DISCRETE,23,1
24,SPEAKER_DISCRETE,24,1
24,SPEAKER_DISCRETE,25,0
24,SPEAKER_DISCRETE,26,1
24,SPEAKER_DISCRETE,27,1
24,SPEAKER_DISCRETE,28,0
24,SPEAKER_DISCRETE,29,1
24,SPEAKER_DISCRETE,30,0
24,SPEAKER_DISCRETE,31,1
24,SPEAKER_DISCRETE,32,0
24,SPEAKER_DISCRETE,33,1
24,SPEAKER_DISCRETE,34,1
24,SPEAKER_DISCRETE,35,0
24,SPEAKER_DISCRETE,36,1
24,SPEAKER_DISCRETE,37,0
24,SPEAKER_DISCRETE,38,1
24,SPEAKER_DISCRETE,39,0
24,SPEAKER_DISCRETE,40,1
24,SPEAKER_DISCRETE,41,0
24,SPEAKER_DISCRETE,42,0
24,SPEAKER_DISCRETE,43,1
24,SPEAKER_DISCRETE,44,1
24,SPEAKER_DISCRETE,45,0
24,SPEAKER_DISCRETE,46,1
24,SPEAKER_DISCRETE,47,1
24,SPEAKER_DISCRETE,48,1
24,SPEAKER_DISCRETE,49,1
24,SPEAKER_DISCRETE,50,1
24,SPEAKER_DISCRETE,51,1
24,SPEAKER_DISCRETE,52,0
24,SPEAKER_DISCRETE,53,1
24,SPEAKER_DISCRETE,54,1
24,SPEAKER_DISCRETE,55,0
24,SPEAKER_DISCRETE,56,1
24,SPEAKER_DISCRETE,57,0
24,SPEAKER_DISCRETE,58,1
24,SPEAKER_DISCRETE,59,0
24,SPEAKER_DISCRETE,60,1
24,SPEAKER_DISCRETE,61,1
24,SPEAKER_DISCRETE,62,0
24,SPEAKER_DISCRETE,63,0
24,SPEAKER_DISCRETE,64,1
24,SPEAKER_DISCRETE,65,1
24,SPEAKER_DISCRETE,66,0
24,SPEAKER_DISCRETE,67,1
24,SPEAKER_DISCRETE,68,1
24,SPEAKER_DISCRETE,69,0
24,SPEAKER_DISCRETE,70,1
24,SPEAKER_DISCRETE,71,1
24,SPEAKER_DISCRETE,72,0
24,SPEAKER_DISCRETE,73,1
24,SPEAKER_DISCRETE,74,0
24,SPEAKER_DISCRETE,75,1
24,SPEAKER_DISCRETE,76,0
24,SPEAKER_DISCRETE,77,0
24,SPEAKER_DISCRETE,78,1
24,SPEAKER_DISCRETE,79,0
24,SPEAKER_DISCRETE,80,0
24,SPEAKER_DISCRETE,81,1
24,SPEAKER_DISCRETE,82,0
24,SPEAKER_DISCRETE,83,0
24,SPEAKER_DISCRETE,84,1
24,SPEAKER_DISCRETE,85,0
24,SPEAKER_DISCRETE,86,1
24,SPEAKER_DISCRETE,87,0
24,SPEAKER_DISCRETE,88,1
24,SPEAKER_DISCRETE,89,0
24,SPEAKER_DISCRETE,90,1
24,SPEAKER_DISCRETE,91,0
24,SPEAKER_DISCRETE,92,1
24,SPEAKER_DISCRETE,93,1
24,SPEAKER_DISCRETE,94,1
24,SPEAKER_DISCRETE,95,1
24,SPEAKER_DISCRETE,96,1
24,SPEAKER_DISCRETE,97,0
24,SPEAKER_DISCRETE,98,1
24,SPEAKER_DISCRETE,99,1
24,SPEAKER_DISCRETE,100,1
25,SPEAKER_DISCRETE,1,1
25,SPEAKER_DISCRETE,2,1
25,SPEAKER_DISCRETE,3,0
25,SPEAKER_DISCRETE,4,1
25,SPEAKER_DISCRETE,5,0
25,SPEAKER_DISCRETE,6,0
25,SPEAKER_DISCRETE,7,1
25,SPEAKER_DISCRETE,8,0
25,SPEAKER_DISCRETE,9,0
25,SPEAKER_DISCRETE,10,1
25,SPEAKER_DISCRETE,11,0
25,SPEAKER_DISCRETE,12,0
25,SPEAKER_DISCRETE,13,0
25,SPEAKER_DISCRETE,14,1
25,SPEAKER_DISCRETE,15,0
25,SPEAKER_DISCRETE,16,0
25,SPEAKER_DISCRETE,17,1
25,SPEAKER_DISCRETE,18,1
25,SPEAKER_DISCRETE,19,1
25,SPEAKER_DISCRETE,20,1
25,SPEAKER_DISCRETE,21,1
25,SPEAKER_DISCRETE,22,1
25,SPEAKER_DISCRETE,23,1
25,SPEAKER_DISCRETE,24,1
25,SPEAKER_DISCRETE,25,0
25,SPEAKER_DISCRETE,26,0
25,SPEAKER_DISCRETE,27,1
25,SPEAKER_DISCRETE,28,0
25,SPEAKER_DISCRETE,29,0
25,SPEAKER_DISCRETE,30,1
25,SPEAKER_DISCRETE,31,0
25,SPEAKER_DISCRETE,32,1
25,SPEAKER_DISCRETE,33,1
25,SPEAKER_DISCRETE,34,1
25,SPEAKER_DISCRETE,35,1
25,SPEAKER_DISCRETE,36,0
25,SPEAKER_DISCRETE,37,1
25,SPEAKER_DISCRETE,38,0
25,SPEAKER_DISCRETE,39,0
25,SPEAKER_DISCRETE,40,1
25,SPEAKER_DISCRETE,41,1
25,SPEAKER_DISCRETE,42,0
25,SPEAKER_DISCRETE,43,1
25,SPEAKER_DISCRETE,44,1
25,SPEAKER_DISCRETE,45,0
25,SPEAKER_DISCRETE,46,1
25,SPEAKER_DISCRETE,47,0
25,SPEAKER_DISCRETE,48,1
25,SPEAKER_DISCRETE,49,1
25,SPEAKER_DISCRETE,50,1
25,SPEAKER_DISCRETE,51,1
25,SPEAKER_DISCRETE,52,0
25,SPEAKER_DISCRETE,53,1
25,SPEAKER_DISCRETE,54,0
25,SPEAKER_DISCRETE,55,1
25,SPEAKER_DISCRETE,56,1
25,SPEAKER_DISCRETE,57,0
25,SPEAKER_DISCRETE,58,1
25,SPEAKER_DISCRETE,59,0
25,SPEAKER_DISCRETE,60,1
25,SPEAKER_DISCRETE,61,0
25,SPEAKER_DISCRETE,62,1
25,SPEAKER_DISCRETE,63,1
25,SPEAKER_DISCRETE,64,0
25,SPEAKER_DISCRETE,65,1
25,SPEAKER_DISCRETE,66,1
25,SPEAKER_DISCRETE,67,0
25,SPEAKER_DISCRETE,68,0
25,SPEAKER_DISCRETE,69,1
25,SPEAKER_DISCRETE,70,1
25,SPEAKER_DISCRETE,71,1
25,SPEAKER_DISCRETE,72,0
25,SPEAKER_DISCRETE,73,0
25,SPEAKER_DISCRETE,74,1
25,SPEAKER_DISCRETE,75,0
25,SPEAKER_DISCRETE,76,0
25,SPEAKER_DISCRETE,77,1
25,SPEAKER_DISCRETE,78,0
25,SPEAKER_DISCRETE,79,1
25,SPEAKER_DISCRETE,80,0
25,SPEAKER_DISCRETE,81,1
25,SPEAKER_DISCRETE,82,1
25,SPEAKER_DISCRETE,83,1
25,SPEAKER_DISCRETE,84,1
25,SPEAKER_DISCRETE,85,1
25,SPEAKER_DISCRETE,86,0
25,SPEAKER_DISCRETE,87,0
25,SPEAKER_DISCRETE,88,0
25,SPEAKER_DISCRETE,89,0
25,SPEAKER_DISCRETE,90,0
25,SPEAKER_DISCRETE,91,1
25,SPEAKER_DISCRETE,92,0
25,SPEAKER_DISCRETE,93,1
25,SPEAKER_DISCRETE,94,0
25,SPEAKER_DISCRETE,95,0
25,SPEAKER_DISCRETE,96,0
25,SPEAKER_DISCRETE,97,1
25,SPEAKER_DISCRETE,98,0
25,SPEAKER_DISCRETE,99,0
25,SPEAKER_DISCRETE,100,1
26,SPEAKER_DISCRETE,1,0
26,SPEAKER_DISCRETE,2,1
26,SPEAKER_DISCRETE,3,0
26,SPEAKER_DISCRETE,4,1
26,SPEAKER_DISCRETE,5,1
26,SPEAKER_DISCRETE,6,0
26,SPEAKER_DISCRETE,7,0
26,SPEAKER_DISCRETE,8,1
26,SPEAKER_DISCRETE,9,0
26,SPEAKER_DISCRETE,10,1
26,SPEAKER_DISCRETE,11,0
26,SPEAKER_DISCRETE,12,1
26,SPEAKER_DISCRETE,13,1
26,SPEAKER_DISCRETE,14,0
26,SPEAKER_DISCRETE,15,1
26,SPEAKER_DISCRETE,16,0
26,SPEAKER_DISCRETE,17,0
26,SPEAKER_DISCRETE,18,1
26,SPEAKER_DISCRETE,19,1
26,SPEAKER_DISCRETE,20,1
26,SPEAKER_DISCRETE,21,0
26,SPEAKER_DISCRETE,22,1
26,SPEAKER_DISCRETE,23,0
26,SPEAKER_DISCRETE,24,1
26,SPEAKER_DISCRETE,25,0
26,SPEAKER_DISCRETE,26,1
26,SPEAKER_DISCRETE,27,0
26,SPEAKER_DISCRETE,28,1
26,SPEAKER_DISCRETE,29,0
26,SPEAKER_DISCRETE,30,1
26,SPEAKER_DISCRETE,31,1
26,SPEAKER_DISCRETE,32,0
26,SPEAKER_DISCRETE,33,1
26,SPEAKER_DISCRETE,34,0
26,SPEAKER_DISCRETE,35,1
26,SPEAKER_DISCRETE,36,0
26,SPEAKER_DISCRETE,37,0
26,SPEAKER_DISCRETE,38,1
26,SPEAKER_DISCRETE,39,0
26,SPEAKER_DISCRETE,40,1
26,SPEAKER_DISCRETE,41,0
26,SPEAKER_DISCRETE,42,1
26,SPEAKER_DISCRETE,43,0
26,SPEAKER_DISCRETE,44,1
26,SPEAKER_DISCRETE,45,0
26,SPEAKER_DISCRETE,46,0
26,SPEAKER_DISCRETE,47,0
26,SPEAKER_DISCRETE,48,0
26,SPEAKER_DISCRETE,49,1
26,SPEAKER_DISCRETE,50,1
26,SPEAKER_DISCRETE,51,0
26,SPEAKER_DISCRETE,52,0
26,SPEAKER_DISCRETE,53,0
26,SPEAKER_DISCRETE,54,0
26,SPEAKER_DISCRETE,55,1
26,SPEAKER_DISCRETE,56,0
26,SPEAKER_DISCRETE,57,0
26,SPEAKER_DISCRETE,58,1
26,SPEAKER_DISCRETE,59,0
26,SPEAKER_DISCRETE,60,0
26,SPEAKER_DISCRETE,61,1
26,SPEAKER_DISCRETE,62,1
26,SPEAKER_DISCRETE,63,0
26,SPEAKER_DISCRETE,64,1
26,SPEAKER_DISCRETE,65,0
26,SPEAKER_DISCRETE,66,1
26,SPEAKER_DISCRETE,67,1
26,SPEAKER_DISCRETE,68,1
26,SPEAKER_DISCRETE,69,0
26,SPEAKER_DISCRETE,70,0
26,SPEAKER_DISCRETE,71,0
26,SPEAKER_DISCRETE,72,1
26,SPEAKER_DISCRETE,73,0
26,SPEAKER_DISCRETE,74,1
26,SPEAKER_DISCRETE,75,1
26,SPEAKER_DISCRETE,76,0
26,SPEAKER_DISCRETE,77,0
26,SPEAKER_DISCRETE,78,1
26,SPEAKER_DISCRETE,79,1
26,SPEAKER_DISCRETE,80,1
26,SPEAKER_DISCRETE,81,1
26,SPEAKER_DISCRETE,82,0
26,SPEAKER_DISCRETE,83,1
26,SPEAKER_DISCRETE,84,0
26,SPEAKER_DISCRETE,85,1
26,SPEAKER_DISCRETE,86,0
26,SPEAKER_DISCRETE,87,1
26,SPEAKER_DISCRETE,88,1
26,SPEAKER_DISCRETE,89,0
26,SPEAKER_DISCRETE,90,0
26,SPEAKER_DISCRETE,91,1
26,SPEAKER_DISCRETE,92,0
26,SPEAKER_DISCRETE,93,1
26,SPEAKER_DISCRETE,94,0
26,SPEAKER_DISCRETE,95,0
26,SPEAKER_DISCRETE,96,1
26,SPEAKER_DISCRETE,97,0
26,SPEAKER_DISCRETE,98,0
26,SPEAKER_DISCRETE,99,1
26,SPEAKER_DISCRETE,100,1
27,SPEAKER_DISCRETE,1,0
27,SPEAKER_DISCRETE,2,1
27,SPEAKER_DISCRETE,3,0
27,SPEAKER_DISCRETE,4,0
27,SPEAKER_DISCRETE,5,1
27,SPEAKER_DISCRETE,6,0
27,SPEAKER_DISCRETE,7,0
27,SPEAKER_DISCRETE,8,1
27,SPEAKER_DISCRETE,9,0
27,SPEAKER_DISCRETE,10,0
27,SPEAKER_DISCRETE,11,0
27,SPEAKER_DISCRETE,12,1
27,SPEAKER_DISCRETE,13,0
27,SPEAKER_DISCRETE,14,1
27,SPEAKER_DISCRETE,15,1
27,SPEAKER_DISCRETE,16,1
27,SPEAKER_DISCRETE,17,1
27,SPEAKER_DISCRETE,18,0
27,SPEAKER_DISCRETE,19,0
27,SPEAKER_DISCRETE,20,0
27,SPEAKER_DISCRETE,21,1
27,SPEAKER_DISCRETE,22,1
27,SPEAKER_DISCRETE,23,0
27,SPEAKER_DISCRETE,24,1
27,SPEAKER_DISCRETE,25,1
27,SPEAKER_DISCRETE,26,1
27,SPEAKER_DISCRETE,27,0
27,SPEAKER_DISCRETE,28,1
27,SPEAKER_DISCRETE,29,1
27,SPEAKER_DISCRETE,30,1
27,SPEAKER_DISCRETE,31,0
27,SPEAKER_DISCRETE,32,1
27,SPEAKER_DISCRETE,33,1
27,SPEAKER_DISCRETE,34,1
27,SPEAKER_DISCRETE,35,1
27,SPEAKER_DISCRETE,36,0
27,SPEAKER_DISCRETE,37,1
27,SPEAKER_DISCRETE,38,0
27,SPEAKER_DISCRETE,39,1
27,SPEAKER_DISCRETE,40,1
27,SPEAKER_DISCRETE,41,1
27,SPEAKER_DISCRETE,42,0
27,SPEAKER_DISCRETE,43,1
27,SPEAKER_DISCRETE,44,1
27,SPEAKER_DISCRETE,45,0
27,SPEAKER_DISCRETE,46,1
27,SPEAKER_DISCRETE,47,0
27,SPEAKER_DISCRETE,48,1
27,SPEAKER_DISCRETE,49,1
27,SPEAKER_DISCRETE,50,1
27,SPEAKER_DISCRETE,51,1
27,SPEAKER_DISCRETE,52,1
27,SPEAKER_DISCRETE,53,0
27,SPEAKER_DISCRETE,54,1
27,SPEAKER_DISCRETE,55,0
27,SPEAKER_DISCRETE,56,1
27,SPEAKER_DISCRETE,57,1
27,SPEAKER_DISCRETE,58,1
27,SPEAKER_DISCRETE,59,1
27,SPEAKER_DISCRETE,60,1
27,SPEAKER_DISCRETE,61,0
27,SPEAKER_DISCRETE,62,1
27,SPEAKER_DISCRETE,63,0
27,SPEAKER_DISCRETE,64,1
27,SPEAKER_DISCRETE,65,0
27,SPEAKER_DISCRETE,66,0
27,SPEAKER_DISCRETE,67,1
27,SPEAKER_DISCRETE,68,0
27,SPEAKER_DISCRETE,69,0
27,SPEAKER_DISCRETE,70,1
27,SPEAKER_DISCRETE,71,0
27,SPEAKER_DISCRETE,72,1
27,SPEAKER_DISCRETE,73,1
27,SPEAKER_DISCRETE,74,1
27,SPEAKER_DISCRETE,75,0
27,SPEAKER_DISCRETE,76,1
27,SPEAKER_DISCRETE,77,0
27,SPEAKER_DISCRETE,78,0
27,SPEAKER_DISCRETE,79,1
27,SPEAKER_DISCRETE,80,1
27,SPEAKER_DISCRETE,81,1
27,SPEAKER_DISCRETE,82,0
27,SPEAKER_DISCRETE,83,1
27,SPEAKER_DISCRETE,84,1
27,SPEAKER_DISCRETE,85,0
27,SPEAKER_DISCRETE,86,1
27,SPEAKER_DISCRETE,87,1
27,SPEAKER_DISCRETE,88,1
27,SPEAKER_DISCRETE,89,0
27,SPEAKER_DISCRETE,90,0
27,SPEAKER_DISCRETE,91,0
27,SPEAKER_DISCRETE,92,0
27,SPEAKER_DISCRETE,93,1
27,SPEAKER_DISCRETE,94,0
27,SPEAKER_DISCRETE,95,1
27,SPEAKER_DISCRETE,96,0
27,SPEAKER_DISCRETE,97,1
27,SPEAKER_DISCRETE,98,0
27,SPEAKER_DISCRETE,99,1
27,SPEAKER_DISCRETE,100,1
28,SPEAKER_DISCRETE,1,0
28,SPEAKER_DISCRETE,2,1
28,SPEAKER_DISCRETE,3,0
28,SPEAKER_DISCRETE,4,1
28,SPEAKER_DISCRETE,5,0
28,SPEAKER_DISCRETE,6,1
28,SPEAKER_DISCRETE,7,1
28,SPEAKER_DISCRETE,8,0
28,SPEAKER_DISCRETE,9,1
28,SPEAKER_DISCRETE,10,0
28,SPEAKER_DISCRETE,11,0
28,SPEAKER_DISCRETE,12,0
28,SPEAKER_DISCRETE,13,1
28,SPEAKER_DISCRETE,14,0
28,SPEAKER_DISCRETE,15,1
28,SPEAKER_DISCRETE,16,0
28,SPEAKER_DISCRETE,17,1
28,SPEAKER_DISCRETE,18,1
28,SPEAKER_DISCRETE,19,0
28,SPEAKER_DISCRETE,20,0
28,SPEAKER_DISCRETE,21,0
28,SPEAKER_DISCRETE,22,1
28,SPEAKER_DISCRETE,23,0
28,SPEAKER_DISCRETE,24,0
28,SPEAKER_DISCRETE,25,0
28,SPEAKER_DISCRETE,26,1
28,SPEAKER_DISCRETE,27,0
28,SPEAKER_DISCRETE,28,1
28,SPEAKER_DISCRETE,29,0
28,SPEAKER_DISCRETE,30,1
28,SPEAKER_DISCRETE,31,0
28,SPEAKER_DISCRETE,32,0
28,SPEAKER_DISCRETE,33,1
28,SPEAKER_DISCRETE,34,1
28,SPEAKER_DISCRETE,35,0
28,SPEAKER_DISCRETE,36,1
28,SPEAKER_DISCRETE,37,0
28,SPEAKER_DISCRETE,38,0
28,SPEAKER_DISCRETE,39,1
28,SPEAKER_DISCRETE,40,1
28,SPEAKER_DISCRETE,41,0
28,SPEAKER_DISCRETE,42,1
28,SPEAKER_DISCRETE,43,1
28,SPEAKER_DISCRETE,44,0
28,SPEAKER_DISCRETE,45,0
28,SPEAKER_DISCRETE,46,1
28,SPEAKER_DISCRETE,47,1
28,SPEAKER_DISCRETE,48,0
28,SPEAKER_DISCRETE,49,1
28,SPEAKER_DISCRETE,50,1
28,SPEAKER_DISCRETE,51,0
28,SPEAKER_DISCRETE,52,1
28,SPEAKER_DISCRETE,53,0
28,SPEAKER_DISCRETE,54,1
28,SPEAKER_DISCRETE,55,0
28,SPEAKER_DISCRETE,56,1
28,SPEAKER_DISCRETE,57,0
28,SPEAKER_DISCRETE,58,0
28,SPEAKER_DISCRETE,59,1
28,SPEAKER_DISCRETE,60,0
28,SPEAKER_DISCRETE,61,1
28,SPEAKER_DISCRETE,62,1
28,SPEAKER_DISCRETE,63,1
28,SPEAKER_DISCRETE,64,0
28,SPEAKER_DISCRETE,65,1
28,SPEAKER_DISCRETE,66,0
28,SPEAKER_DISCRETE,67,1
28,SPEAKER_DISCRETE,68,0
28,SPEAKER_DISCRETE,69,1
28,SPEAKER_DISCRETE,70,1
28,SPEAKER_DISCRETE,71,0
28,SPEAKER_DISCRETE,72,1
28,SPEAKER_DISCRETE,73,0
28,SPEAKER_DISCRETE,74,0
28,SPEAKER_DISCRETE,75,1
28,SPEAKER_DISCRETE,76,0
28,SPEAKER_DISCRETE,77,0
28,SPEAKER_DISCRETE,78,1
28,SPEAKER_DISCRETE,79,1
28,SPEAKER_DISCRETE,80,0
28,SPEAKER_DISCRETE,81,0
28,SPEAKER_DISCRETE,82,0
28,SPEAKER_DISCRETE,83,1
28,SPEAKER_DISCRETE,84,0
28,SPEAKER_DISCRETE,85,0
28,SPEAKER_DISCRETE,86,0
28,SPEAKER_DISCRETE,87,1
28,SPEAKER_DISCRETE,88,1
28,SPEAKER_DISCRETE,89,1
28,SPEAKER_DISCRETE,90,1
28,SPEAKER_DISCRETE,91,0
28,SPEAKER_DISCRETE,92,1
28,SPEAKER_DISCRETE,93,1
28,SPEAKER_DISCRETE,94,0
28,SPEAKER_DISCRETE,95,0
28,SPEAKER_DISCRETE,96,1
28,SPEAKER_DISCRETE,97,0
28,SPEAKER_DISCRETE,98,0
28,SPEAKER_DISCRETE,99,0
28,SPEAKER_DISCRETE,100,0
29,SPEAKER_DISCRETE,1,0
29,SPEAKER_DISCRETE,2,1
29,SPEAKER_DISCRETE,3,0
29,SPEAKER_DISCRETE,4,1
29,SPEAKER_DISCRETE,5,1
29,SPEAKER_DISCRETE,6,1
29,SPEAKER_DISCRETE,7,0
29,SPEAKER_DISCRETE,8,1
29,SPEAKER_DISCRETE,9,0
29,SPEAKER_DISCRETE,10,1
29,SPEAKER_DISCRETE,11,1
29,SPEAKER_DISCRETE,12,1
29,SPEAKER_DISCRETE,13,0
29,SPEAKER_DISCRETE,14,1
29,SPEAKER_DISCRETE,15,0
29,SPEAKER_DISCRETE,16,1
29,SPEAKER_DISCRETE,17,1
29,SPEAKER_DISCRETE,18,0
29,SPEAKER_DISCRETE,19,1
29,SPEAKER_DISCRETE,20,0
29,SPEAKER_DISCRETE,21,0
29,SPEAKER_DISCRETE,22,1
29,SPEAKER_DISCRETE,23,0
29,SPEAKER_DISCRETE,24,1
29,SPEAKER_DISCRETE,25,1
29,SPEAKER_DISCRETE,26,1
29,SPEAKER_DISCRETE,27,1
29,SPEAKER_DISCRETE,28,0
29,SPEAKER_DISCRETE,29,1
29,SPEAKER_DISCRETE,30,1
29,SPEAKER_DISCRETE,31,1
29,SPEAKER_DISCRETE,32,0
29,SPEAKER_DISCRETE,33,0
29,SPEAKER_DISCRETE,34,1
29,SPEAKER_DISCRETE,35,0
29,SPEAKER_DISCRETE,36,1
29,SPEAKER_DISCRETE,37,1
29,SPEAKER_DISCRETE,38,0
29,SPEAKER_DISCRETE,39,1
29,SPEAKER_DISCRETE,40,0
29,SPEAKER_DISCRETE,41,0
29,SPEAKER_DISCRETE,42,0
29,SPEAKER_DISCRETE,43,0
29,SPEAKER_DISCRETE,44,1
29,SPEAKER_DISCRETE,45,0
29,SPEAKER_DISCRETE,46,0
29,SPEAKER_DISCRETE,47,0
29,SPEAKER_DISCRETE,48,1
29,SPEAKER_DISCRETE,49,0
29,SPEAKER_DISCRETE,50,1
29,SPEAKER_DISCRETE,51,1
29,SPEAKER_DISCRETE,52,0
29,SPEAKER_DISCRETE,53,0
29,SPEAKER_DISCRETE,54,1
29,SPEAKER_DISCRETE,55,1
29,SPEAKER_DISCRETE,56,0
29,SPEAKER_DISCRETE,57,0
29,SPEAKER_DISCRETE,58,0
29,SPEAKER_DISCRETE,59,1
29,SPEAKER_DISCRETE,60,0
29,SPEAKER_DISCRETE,61,0
29,SPEAKER_DISCRETE,62,0
29,SPEAKER_DISCRETE,63,0
29,SPEAKER_DISCRETE,64,0
29,SPEAKER_DISCRETE,65,0
29,SPEAKER_DISCRETE,66,0
29,SPEAKER_DISCRETE,67,0
29,SPEAKER_DISCRETE,68,1
29,SPEAKER_DISCRETE,69,1
29,SPEAKER_DISCRETE,70,1
29,SPEAKER_DISCRETE,71,0
29,SPEAKER_DISCRETE,72,1
29,SPEAKER_DISCRETE,73,1
29,SPEAKER_DISCRETE,74,1
29,SPEAKER_DISCRETE,75,1
29,SPEAKER_DISCRETE,76,0
29,SPEAKER_DISCRETE,77,0
29,SPEAKER_DISCRETE,78,1
29,SPEAKER_DISCRETE,79,0
29,SPEAKER_DISCRETE,80,1
29,SPEAKER_DISCRETE,81,0
29,SPEAKER_DISCRETE,82,1
29,SPEAKER_DISCRETE,83,1
29,SPEAKER_DISCRETE,84,1
29,SPEAKER_DISCRETE,85,0
29,SPEAKER_DISCRETE,86,1
29,SPEAKER_DISCRETE,87,0
29,SPEAKER_DISCRETE,88,1
29,SPEAKER_DISCRETE,89,0
29,SPEAKER_DISCRETE,90,1
29,SPEAKER_DISCRETE,91,0
29,SPEAKER_DISCRETE,92,0
29,SPEAKER_DISCRETE,93,0
29,SPEAKER_DISCRETE,94,1
29,SPEAKER_DISCRETE,95,0
29,SPEAKER_DISCRETE,96,0
29,SPEAKER_DISCRETE,97,1
29,SPEAKER_DISCRETE,98,0
29,SPEAKER_DISCRETE,99,1
29,SPEAKER_DISCRETE,100,0
30,MOTOR_DISCRETE,1,1
30,MOTOR_DISCRETE,2,0
30,MOTOR_DISCRETE,3,1
30,MOTOR_DISCRETE,4,0
30,MOTOR_DISCRETE,5,1
30,MOTOR_DISCRETE,6,1
30,MOTOR_DISCRETE,7,0
30,MOTOR_DISCRETE,8,0
30,MOTOR_DISCRETE,9,1
30,MOTOR_DISCRETE,10,1
30,MOTOR_DISCRETE,11,1
30,MOTOR_DISCRETE,12,1
30,MOTOR_DISCRETE,13,0
30,MOTOR_DISCRETE,14,1
30,MOTOR_DISCRETE,15,0
30,MOTOR_DISCRETE,16,0
30,MOTOR_DISCRETE,17,1
30,MOTOR_DISCRETE,18,0
30,MOTOR_DISCRETE,19,0
30,MOTOR_DISCRETE,20,1
30,MOTOR_DISCRETE,21,0
30,MOTOR_DISCRETE,22,1
30,MOTOR_DISCRETE,23,0
30,MOTOR_DISCRETE,24,0
30,MOTOR_DISCRETE,25,1
30,MOTOR_DISCRETE,26,0
30,MOTOR_DISCRETE,27,1
30,MOTOR_DISCRETE,28,1
30,MOTOR_DISCRETE,29,1
30,MOTOR_DISCRETE,30,1
30,MOTOR_DISCRETE,31,0
30,MOTOR_DISCRETE,32,1
30,MOTOR_DISCRETE,33,0
30,MOTOR_DISCRETE,34,0
30,MOTOR_DISCRETE,35,0
30,MOTOR_DISCRETE,36,1
30,MOTOR_DISCRETE,37,0
30,MOTOR_DISCRETE,38,1
30,MOTOR_DISCRETE,39,0
30,MOTOR_DISCRETE,40,0
30,MOTOR_DISCRETE,41,1
30,MOTOR_DISCRETE,42,1
30,MOTOR_DISCRETE,43,1
30,MOTOR_DISCRETE,44,0
30,MOTOR_DISCRETE,45,1
30,MOTOR_DISCRETE,46,0
30,MOTOR_DISCRETE,47,1
30,MOTOR_DISCRETE,48,1
30,MOTOR_DISCRETE,49,0
30,MOTOR_DISCRETE,50,1
30,MOTOR_DISCRETE,51,0
30,MOTOR_DISCRETE,52,1
30,MOTOR_DISCRETE,53,1
30,MOTOR_DISCRETE,54,0
30,MOTOR_DISCRETE,55,1
30,MOTOR_DISCRETE,56,1
30,MOTOR_DISCRETE,57,0
30,MOTOR_DISCRETE,58,0
30,MOTOR_DISCRETE,59,1
30,MOTOR_DISCRETE,60,0
30,MOTOR_DISCRETE,61,1
30,MOTOR_DISCRETE,62,1
30,MOTOR_DISCRETE,63,1
30,MOTOR_DISCRETE,64,0
30,MOTOR_DISCRETE,65,0
30,MOTOR_DISCRETE,66,0
30,MOTOR_DISCRETE,67,0
30,MOTOR_DISCRETE,68,1
30,MOTOR_DISCRETE,69,0
30,MOTOR_DISCRETE,70,1
30,MOTOR_DISCRETE,71,1
30,MOTOR_DISCRETE,72,1
30,MOTOR_DISCRETE,73,0
30,MOTOR_DISCRETE,74,0
30,MOTOR_DISCRETE,75,0
30,MOTOR_DISCRETE,76,1
30,MOTOR_DISCRETE,77,0
30,MOTOR_DISCRETE,78,0
30,MOTOR_DISCRETE,79,1
30,MOTOR_DISCRETE,80,1
30,MOTOR_DISCRETE,81,1
30,MOTOR_DISCRETE,82,0
30,MOTOR_DISCRETE,83,1
30,MOTOR_DISCRETE,84,1
30,MOTOR_DISCRETE,85,0
30,MOTOR_DISCRETE,86,1
30,MOTOR_DISCRETE,87,0
30,MOTOR_DISCRETE,88,1
30,MOTOR_DISCRETE,89,1
30,MOTOR_DISCRETE,90,0
30,MOTOR_DISCRETE,91,1
30,MOTOR_DISCRETE,92,0
30,MOTOR_DISCRETE,93,1
30,MOTOR_DISCRETE,94,1
